建设单位,项目名称,建设位置,规划验收证照名称,规划验收发文号,验收日期
北京天街集团有限公司,阳平会馆南路排水工程,由东城区前门大街到东城区前门东侧路,2019规自（东）建市政字0022号,2019分市政建字0964,办结
国网北京市电力公司,土井110千伏输变电工程电缆隧道,由海淀区上庄路西侧到海淀区永丰路西侧,2019规自（海）建市政字0157号,2019分市政建字0963,办结
北京天街集团有限公司,阳平会馆南路热力工程,由东城区前门大街到东城区前门东侧路,2019规自（东）建市政字0023号,2019分市政建字0962,办结
北京绿州博园投资有限公司,密云区长安新村和南菜园新村棚户区改造项目大市政道路工程,,2019规自（密）建市政字0019号,2019分市政建字0961,办结
北京华卓精科科技股份有限公司,北京经济技术开发区科创十街（经海四路—经海路）高温热水管道项目,,2019规（开）建市政字0077号,2019分市政建字0960,办结
北京华源热力管网有限公司,北京丽泽金融商务区智慧清洁能源系统供热管网项目（北区）莲花河路,,2019规自（丰）建市政字0065号,2019分市政建字0959,办结
北京市东升供销实业总公司,北京东源中实物业管理有限公司第一分公司燃气工程,由海淀区东源大厦东侧到海淀区东至道路永中西侧,2019规自（海）建市政字0158号,2019分市政建字0958,办结
国网北京市电力公司,官道110千伏变电站配套出线电力管沟工程（至良乡镇中心区）,由房山区琉璃河镇官道110千伏变电站到房山区良乡镇江村110千伏变电站,2019规自（房）建市政字0060号,2019分市政建字0957,办结
中国疾病预防控制中心,中国疾病预防控制中心潘家园南里7号院市政热力改造工程,,2019规自（朝）建市政字0064号,2019分市政建字0954,办结
北京燃气怀柔有限公司,迎宾中路甲7号楼外线工程,由怀柔区消防支队迎宾中路到怀柔区迎宾路甲7号楼,,2019分市政建字0953,正常移交
中国中医科学院望京医院,中国中医科学院望京医院外电源工程,由朝阳区将台路延长到朝阳区将台路延长,2019规自（朝）建市政字0063号,2019分市政建字0952,办结
北京市海淀区教育委员会,北部新区幼儿园项目ND100给水工程,由海淀区温泉路到海淀区温泉路,2019规自（海）建市政字0156号,2019分市政建字0951,办结
北京市庄宇房地产开发有限公司,郭庄子新村二期回迁楼外部雨污水工程,,,2019分市政建字0950,正常移交
国网北京市电力公司,西智35千伏变电站升压工程,,,2019分市政建字0949,正常移交
北京信息基础设施建设股份有限公司,海淀区唐家岭东一路（土井村路-唐家岭南街）随路新建信息管道,由海淀区土井村路到海淀区唐家岭南街,,2019分市政建字0948,正常移交
中国烟草总公司北京市公司,中国烟草总公司（樱花西街10号）新建DN100*50电子远传跨表工程,,,2019分市政建字0946,正常移交
北京威凯建设发展有限责任公司,清河火车站配套北枢纽一体化项目接驳工程,由海淀区安宁庄西二条到海淀区安宁庄公交北枢纽用地,2019规自（海）建市政字0154号,2019分市政建字0945,办结
北京市热力集团有限责任公司,左家庄供热厂二期改造工程,柳芳北街,2019规自（朝）建市政字0061号,2019分市政建字0943,办结
北京未来科学城置汇建设有限公司,昌平区沙河镇七里渠南北村土地一级开发项目市政工程七里渠三号路（七里渠南路~朱辛庄中路）给水工程,,2019规自（昌）建市政字0039号,2019分市政建字0942,办结
北京未来科学城置汇建设有限公司,未来科学城沙河镇七里渠南北村重点村城镇化建设C地块项目七里渠中路（七北路-朱辛庄中路）给水工程,由昌平区沙河镇到昌平区沙河镇,2019规自（昌）建市政字0040号,2019分市政建字0941,办结
北京亮马置业有限公司,北京市朝阳区将台乡驼房营村K地块周边酒仙桥南街等市政基础设施建设项目热力工程,,2019规自（朝）建市政字0060号,2019分市政建字0940,办结
北京正东电子动力集团有限公司,酒仙桥南街供热管道工程,,2019规自（朝）建市政字0059号,2019分市政建字0939,办结
北京丽泽金都置业有限公司,北京丽泽金融商务区北区莲花河路（丽泽路～三路居路）燃气工程,,2019规自（丰）建市政字0062号,2019分市政建字0938,办结
北京丽泽金都置业有限公司,北京丽泽金融商务区北区莲花河路（丽泽路～三路居路）给水工程,,2019规自（丰）建市政字0063号,2019分市政建字0937,办结
北京丽泽金都置业有限公司,北京丽泽金融商务区北区莲花河路（丽泽路～三路居路）雨水工程,由丰台区卢沟桥乡丽泽路到丰台区卢沟桥乡三路居路,2019规自（丰）建市政字0061号,2019分市政建字0936,办结
北京市大兴区交通局,大兴区黄村站一体化公交首末站项目,黄村镇,,2019分市政建字0934,正常移交
中央国家机关公务员住宅建设服务中心,兵马司胡同63号办公区热力一次线工程,由西城区留题迹胡同到西城区留题迹胡同,2019规自（西）建市政字0025号,2019分市政建字0933,办结
北京兴展盛业投资有限公司,机场生活保障基地首期项目市政配套工程榆经七街再生水工程,,,2019分市政建字0932,正常移交
北京兴展盛业投资有限公司,机场生活保障基地首期项目市政配套工程榆经七街电力工程,,,2019分市政建字0931,正常移交
北京兴展盛业投资有限公司,机场生活保障基地首期项目市政配套工程榆经七街排水工程,,,2019分市政建字0930,正常移交
北京兴展盛业投资有限公司,机场生活保障基地首期项目市政配套工程榆经七街道路工程,,,2019分市政建字0929,正常移交
北京兴展盛业投资有限公司,机场生活保障基地首期项目市政配套工程榆经七街天然气工程,,,2019分市政建字0928,正常移交
北京兴展盛业投资有限公司,机场生活保障基地首期项目市政配套工程榆经七街给水工程,,,2019分市政建字0927,正常移交
北京绿州博园投资有限公司,密云区长安新村和南菜园新村旧城改建棚户区改造项目大市政雨污再生水工程,由密云区水源路（南更大街雨污再生水起点）、南更大街（承安西街雨污再生水起点）经南更大街、承安西街到密云区阳光街（南更大街雨污再生水终点）、南河支路（承安西街雨污再生水终点）,2019规自（密）建市政字0017号,2019分市政建字0924,办结
国网北京市电力公司,汤河口110千伏输变电工程项目,汤河口镇庄户沟门村,2019规自（怀）建市政字0013号,2019分市政建字0923,办结
北京市粮食科学研究院,粮食科学研究院锅炉房及食堂燃气工程项目,,2019规自（大）建市政字0100号,2019分市政建字0922,办结
北京实创环保发展有限公司,环保园十路再生水工程,由海淀区环保园四路到海淀区环保园六路,2019规自（海）建市政字0149号,2019分市政建字0921,办结
中关村科技园区延庆园服务中心,中关村延庆园10kv架空线入地工程,,2019规自（延）建市政字0038号,2019分市政建字0920,办结
北京市房山区琉璃河镇人民政府,房山区大石河水环境综合治理PPP项目琉璃河污水处理厂提标改造工程,房山区琉璃河镇,2019规自（房）建市政字0059号,2019分市政建字0919,办结
北京信息基础设施建设股份有限公司,唐家岭南街（唐家岭东二路-唐家岭东路）随路新建信息管道工程,由海淀区唐家岭东二路到海淀区唐家岭东路,2019规自（海）建市政字0147号,2019分市政建字0918,办结
国网北京市电力公司,35千伏环控线路入地（翠湖科技园）,由海淀区山后地区配套电力管线（翠湖东路）到海淀区现状环控16#,2019规自（海）建市政字0148号,2019分市政建字0917,办结
北京市延庆区水库移民扶持中心,延庆镇西北片赵庄水厂供水改造工程,由缙阳水厂到赵庄水厂,2019规自（延）建市政字0037号,2019分市政建字0916,办结
国网北京市电力公司,梁各庄220千伏变电站工程,张家湾镇,,2019分市政建字0914,正常移交
北京大兴经济开发区开发经营有限公司,国家新媒体产业基地北区规划横二路道路工程,,2019规自（大）建市政字0098号,2019分市政建字0912,办结
北京大兴新媒体产业基地管理委员会,国家新媒体产业基地DX00-0301-0064社会停车场,国家新媒体产业基地,2019规自（大）建市政字0095号,2019分市政建字0909,办结
赛莱克斯微系统科技（北京）有限公司,8英寸MEMS国际代工线建设项目（天然气工程）,由亦庄开发区经亦庄开发区科创八街到亦庄开发区赛莱克斯微系统科技（北京）有限公司红线内,2019规（开）建市政字0076号,2019分市政建字0908,办结
国网北京市电力公司,云西110千伏输变电工程,经济开发区,2019规自（密）建市政字0016号,2019分市政建字0907,办结
北京建工国通建设工程有限责任公司,通州文化旅游区高楼金东路（颐瑞东路-万盛南街）电力工程,,2019规自（通）建市政字0116号,2019分市政建字0905,办结
北京兴展盛业投资有限公司,机场生活保障基地首期项目市政配套工程榆纬三路再生水工程,,2019规自（大）建市政字0094号,2019分市政建字0904,办结
北京兴展盛业投资有限公司,机场生活保障基地首期项目市政配套工程榆纬三路道路工程,,2019规自（大）建市政字0093号,2019分市政建字0903,办结
北京兴展盛业投资有限公司,机场生活保障基地首期项目市政配套工程榆纬三路排水工程,,2019规自（大）建市政字0092号,2019分市政建字0902,办结
